tourney_id,tourney_name,tourney_date,tourney_level,winner_id,winner_name,winner_rank,loser_id,loser_name,loser_rank,score
2023-0506,Buenos Aires,2023-02-13,A,111815,Cameron Norrie,12.0,144869,Tomas Martin Etcheverry,82.0,5-7 6-0 6-3
2023-0506,Buenos Aires,2023-02-13,A,207989,Carlos Alcaraz,2.0,111513,Laslo Djere,57.0,6-2 4-6 6-2
2023-0506,Buenos Aires,2023-02-13,A,105583,Dusan Lajovic,90.0,200116,Camilo Ugo Carabelli,127.0,6-3 6-1
2023-0506,Buenos Aires,2023-02-13,A,126523,Bernabe Zapata Miralles,74.0,106043,Diego Schwartzman,32.0,6-1 6-3
2023-0506,Buenos Aires,2023-02-13,A,202103,Francisco Cerundolo,30.0,144719,Jaume Munar,67.0,6-2 6-1
2023-0506,Buenos Aires,2023-02-13,A,122669,Juan Pablo Varillas,101.0,106233,Dominic Thiem,99.0,6-4 6-4
2023-0506,Buenos Aires,2023-02-13,A,207518,Lorenzo Musetti,20.0,106398,Pedro Cachin,68.0,6-2 6-3
2023-0506,Buenos Aires,2023-02-13,A,144869,Tomas Martin Etcheverry,82.0,106148,Roberto Carballes Baena,76.0,4-6 6-1 6-2
2023-0506,Buenos Aires,2023-02-13,A,111815,Cameron Norrie,12.0,207680,Facundo Diaz Acosta,191.0,4-6 7-5 7-6(6)
2023-0506,Buenos Aires,2023-02-13,A,111513,Laslo Djere,57.0,104926,Fabio Fognini,66.0,6-4 6-4
2023-0506,Buenos Aires,2023-02-13,A,200116,Camilo Ugo Carabelli,127.0,123755,Daniel Elahi Galan,85.0,7-6(7) 6-3
2023-0506,Buenos Aires,2023-02-13,A,105583,Dusan Lajovic,90.0,202104,Sebastian Baez,36.0,3-6 7-6(5) 6-3
2023-0506,Buenos Aires,2023-02-13,A,126523,Bernabe Zapata Miralles,74.0,124079,Pedro Martinez,73.0,6-1 3-6 6-4
2023-0506,Buenos Aires,2023-02-13,A,144719,Jaume Munar,67.0,105550,Guido Pella,723.0,6-4 7-5
2023-0506,Buenos Aires,2023-02-13,A,202103,Francisco Cerundolo,30.0,105870,Yannick Hanfmann,134.0,6-2 4-6 7-5
2023-0506,Buenos Aires,2023-02-13,A,106233,Dominic Thiem,99.0,144684,Alex Molcan,51.0,7-6(4) 6-3
2023-0506,Buenos Aires,2023-02-13,A,122669,Juan Pablo Varillas,101.0,105311,Joao Sousa,142.0,6-2 7-5
2023-0506,Buenos Aires,2023-02-13,A,106398,Pedro Cachin,68.0,106329,Thiago Monteiro,78.0,7-6(2) 6-4
2023-0506,Buenos Aires,2023-02-13,A,106148,Roberto Carballes Baena,76.0,105077,Albert Ramos,44.0,7-5 6-4
2023-0506,Buenos Aires,2023-02-13,A,144869,Tomas Martin Etcheverry,82.0,106198,Hugo Dellien,107.0,3-6 6-2 6-2
2023-0506,Buenos Aires,2023-02-13,A,207680,Facundo Diaz Acosta,191.0,105948,Federico Coria,49.0,7-6(5) 7-5
2023-0407,Rotterdam,2023-02-13,A,106421,Daniil Medvedev,11.0,206173,Jannik Sinner,14.0,5-7 6-2 6-2
2023-0407,Rotterdam,2023-02-13,A,206173,Jannik Sinner,14.0,134868,Tallon Griekspoor,61.0,7-5 7-6(5)
2023-0407,Rotterdam,2023-02-13,A,106421,Daniil Medvedev,11.0,105777,Grigor Dimitrov,28.0,6-1 6-2
2023-0407,Rotterdam,2023-02-13,A,206173,Jannik Sinner,14.0,104527,Stan Wawrinka,130.0,6-1 6-3
2023-0407,Rotterdam,2023-02-13,A,134868,Tallon Griekspoor,61.0,133835,Gijs Brouwer,160.0,6-4 6-4
2023-0407,Rotterdam,2023-02-13,A,106421,Daniil Medvedev,11.0,200000,Felix Auger Aliassime,8.0,6-2 6-4
2023-0407,Rotterdam,2023-02-13,A,105777,Grigor Dimitrov,28.0,200282,Alex De Minaur,25.0,6-3 3-6 7-6(6)
2023-0407,Rotterdam,2023-02-13,A,206173,Jannik Sinner,14.0,126774,Stefanos Tsitsipas,3.0,6-4 6-3
2023-0407,Rotterdam,2023-02-13,A,104527,Stan Wawrinka,130.0,104755,Richard Gasquet,45.0,6-3 6-3
2023-0407,Rotterdam,2023-02-13,A,133835,Gijs Brouwer,160.0,208029,Holger Rune,9.0,6-4 4-0 RET
2023-0407,Rotterdam,2023-02-13,A,134868,Tallon Griekspoor,61.0,100644,Alexander Zverev,17.0,4-6 6-3 6-4
2023-0407,Rotterdam,2023-02-13,A,106421,Daniil Medvedev,11.0,122298,Botic Van De Zandschulp,35.0,6-2 6-2
2023-0407,Rotterdam,2023-02-13,A,200000,Felix Auger Aliassime,8.0,106296,Gregoire Barrere,71.0,6-4 6-3
2023-0407,Rotterdam,2023-02-13,A,105777,Grigor Dimitrov,28.0,128034,Hubert Hurkacz,10.0,7-6(4) 7-6(5)
2023-0407,Rotterdam,2023-02-13,A,200282,Alex De Minaur,25.0,202195,Maxime Cressy,40.0,7-5 3-6 6-3
2023-0407,Rotterdam,2023-02-13,A,126774,Stefanos Tsitsipas,3.0,200325,Emil Ruusuvuori,52.0,7-5 6-1
2023-0407,Rotterdam,2023-02-13,A,206173,Jannik Sinner,14.0,126127,Benjamin Bonzi,48.0,6-2 3-6 6-1
2023-0407,Rotterdam,2023-02-13,A,104527,Stan Wawrinka,130.0,122330,Alexander Bublik,50.0,7-6(5) 6-4
2023-0407,Rotterdam,2023-02-13,A,104755,Richard Gasquet,45.0,105807,Pablo Carreno Busta,16.0,2-6 7-6(2) 6-2
2023-0407,Rotterdam,2023-02-13,A,208029,Holger Rune,9.0,106005,Constant Lestienne,54.0,6-4 6-4
2023-0407,Rotterdam,2023-02-13,A,133835,Gijs Brouwer,160.0,144817,Marc Andrea Huesler,47.0,6-3 7-5
2023-0407,Rotterdam,2023-02-13,A,134868,Tallon Griekspoor,61.0,144707,Mikael Ymer,72.0,7-6(7) 7-5
2023-0407,Rotterdam,2023-02-13,A,100644,Alexander Zverev,17.0,126952,Soon Woo Kwon,63.0,6-4 7-6(4)
2023-0407,Rotterdam,2023-02-13,A,106421,Daniil Medvedev,11.0,200221,Alejandro Davidovich Fokina,31.0,4-6 6-2 6-2
2023-0407,Rotterdam,2023-02-13,A,122298,Botic Van De Zandschulp,35.0,111460,Quentin Halys,62.0,5-7 6-4 7-6(4)
2023-0407,Rotterdam,2023-02-13,A,106296,Gregoire Barrere,71.0,105676,David Goffin,41.0,6-0 7-6(3)
2023-0407,Rotterdam,2023-02-13,A,200000,Felix Auger Aliassime,8.0,132283,Lorenzo Sonego,60.0,6-2 6-3
2023-0407,Rotterdam,2023-02-13,A,128034,Hubert Hurkacz,10.0,105138,Roberto Bautista Agut,24.0,7-5 6-7(7) 7-6(4)
2023-0407,Rotterdam,2023-02-13,A,105777,Grigor Dimitrov,28.0,106234,Aslan Karatsev,98.0,6-1 6-3
2023-0407,Rotterdam,2023-02-13,A,202195,Maxime Cressy,40.0,126646,Tim Van Rijthoven,110.0,6-3 6-7(2) 6-3
2023-0407,Rotterdam,2023-02-13,A,200282,Alex De Minaur,25.0,126094,Andrey Rublev,5.0,6-4 6-4
2023-0451,Doha,2023-02-20,A,106421,Daniil Medvedev,8.0,104918,Andy Murray,70.0,6-4 6-4
2023-0451,Doha,2023-02-20,A,104918,Andy Murray,70.0,208103,Jiri Lehecka,52.0,6-0 3-6 7-6(6)
2023-0451,Doha,2023-02-20,A,106421,Daniil Medvedev,8.0,200000,Felix Auger Aliassime,9.0,6-4 7-6(7)
2023-0451,Doha,2023-02-20,A,208103,Jiri Lehecka,52.0,126094,Andrey Rublev,5.0,4-6 6-4 6-3
2023-0451,Doha,2023-02-20,A,104918,Andy Murray,70.0,124186,Alexandre Muller,170.0,4-6 6-1 6-2
2023-0451,Doha,2023-02-20,A,106421,Daniil Medvedev,8.0,106331,Christopher Oconnell,94.0,6-2 4-6 7-5
2023-0451,Doha,2023-02-20,A,200000,Felix Auger Aliassime,9.0,200221,Alejandro Davidovich Fokina,31.0,6-4 7-6(5)
2023-0451,Doha,2023-02-20,A,126094,Andrey Rublev,5.0,134868,Tallon Griekspoor,40.0,1-6 6-1 7-6(6)
2023-0451,Doha,2023-02-20,A,208103,Jiri Lehecka,52.0,200325,Emil Ruusuvuori,51.0,6-2 7-6(2)
2023-0451,Doha,2023-02-20,A,104918,Andy Murray,70.0,100644,Alexander Zverev,16.0,7-6(5) 2-6 7-5
2023-0451,Doha,2023-02-20,A,124186,Alexandre Muller,170.0,122298,Botic Van De Zandschulp,34.0,6-2 6-4
2023-0451,Doha,2023-02-20,A,106331,Christopher Oconnell,94.0,105138,Roberto Bautista Agut,28.0,3-6 7-6(5) 6-4
2023-0451,Doha,2023-02-20,A,106421,Daniil Medvedev,8.0,106281,Liam Broady,147.0,6-4 6-3
2023-0451,Doha,2023-02-20,A,200221,Alejandro Davidovich Fokina,31.0,126952,Soon Woo Kwon,68.0,6-3 6-2
2023-0451,Doha,2023-02-20,A,200000,Felix Auger Aliassime,9.0,106186,Jason Kubler,74.0,4-6 6-1 6-4
2023-0451,Doha,2023-02-20,A,134868,Tallon Griekspoor,40.0,111460,Quentin Halys,64.0,7-6(4) 4-6 7-6(5)
2023-0451,Doha,2023-02-20,A,208103,Jiri Lehecka,52.0,106000,Damir Dzumhur,213.0,6-3 7-6(3)
2023-0451,Doha,2023-02-20,A,200325,Emil Ruusuvuori,51.0,105554,Daniel Evans,29.0,7-5 6-4
2023-0451,Doha,2023-02-20,A,104918,Andy Murray,70.0,132283,Lorenzo Sonego,71.0,4-6 6-1 7-6(4)
2023-0451,Doha,2023-02-20,A,124186,Alexandre Muller,170.0,105932,Nikoloz Basilashvili,113.0,7-6(3) 6-7(8) 6-4
2023-0451,Doha,2023-02-20,A,122298,Botic Van De Zandschulp,34.0,125802,Ilya Ivashka,79.0,6-2 7-5
2023-0451,Doha,2023-02-20,A,105138,Roberto Bautista Agut,28.0,105916,Marton Fucsovics,78.0,7-6(7) 5-7 6-4
2023-0451,Doha,2023-02-20,A,106331,Christopher Oconnell,94.0,104269,Fernando Verdasco,154.0,6-1 3-6 6-0
2023-0451,Doha,2023-02-20,A,106281,Liam Broady,147.0,208071,Oleksii Krutykh,167.0,6-0 4-6 7-6(2)
2023-0451,Doha,2023-02-20,A,200221,Alejandro Davidovich Fokina,31.0,106005,Constant Lestienne,53.0,6-4 6-3
2023-0451,Doha,2023-02-20,A,126952,Soon Woo Kwon,68.0,209406,Abedallah Shelbayh,276.0,6-3 3-6 6-4
2023-0451,Doha,2023-02-20,A,106186,Jason Kubler,74.0,106234,Aslan Karatsev,101.0,7-6(4) 1-0 RET
2023-6932,Rio De Janeiro,2023-02-20,A,111815,Cameron Norrie,13.0,207989,Carlos Alcaraz,2.0,5-7 6-4 7-5
2023-6932,Rio De Janeiro,2023-02-20,A,207989,Carlos Alcaraz,2.0,111797,Nicolas Jarry,139.0,6-7(2) 7-5 6-0
2023-6932,Rio De Janeiro,2023-02-20,A,111815,Cameron Norrie,13.0,126523,Bernabe Zapata Miralles,63.0,6-2 3-6 7-6(3)
2023-6932,Rio De Janeiro,2023-02-20,A,207989,Carlos Alcaraz,2.0,105583,Dusan Lajovic,80.0,6-4 7-6(0)
2023-6932,Rio De Janeiro,2023-02-20,A,111797,Nicolas Jarry,139.0,202104,Sebastian Baez,35.0,6-3 7-6(3)
2023-6932,Rio De Janeiro,2023-02-20,A,126523,Bernabe Zapata Miralles,63.0,105077,Albert Ramos,47.0,6-4 2-6 6-4
2023-6932,Rio De Janeiro,2023-02-20,A,111815,Cameron Norrie,13.0,106198,Hugo Dellien,111.0,4-6 6-1 6-4
2023-6932,Rio De Janeiro,2023-02-20,A,207989,Carlos Alcaraz,2.0,104926,Fabio Fognini,86.0,6-7(5) 6-2 6-4
2023-6932,Rio De Janeiro,2023-02-20,A,105583,Dusan Lajovic,80.0,111513,Laslo Djere,57.0,6-2 6-4
2023-6932,Rio De Janeiro,2023-02-20,A,111797,Nicolas Jarry,139.0,124079,Pedro Martinez,76.0,6-2 6-2
2023-6932,Rio De Janeiro,2023-02-20,A,202104,Sebastian Baez,35.0,122669,Juan Pablo Varillas,81.0,7-5 7-6(6)
2023-6932,Rio De Janeiro,2023-02-20,A,105077,Albert Ramos,47.0,123755,Daniel Elahi Galan,88.0,6-2 6-4
2023-6932,Rio De Janeiro,2023-02-20,A,126523,Bernabe Zapata Miralles,63.0,202103,Francisco Cerundolo,33.0,6-1 4-6 6-1
2023-6932,Rio De Janeiro,2023-02-20,A,106198,Hugo Dellien,111.0,144684,Alex Molcan,54.0,1-6 6-2 6-2
2023-6932,Rio De Janeiro,2023-02-20,A,111815,Cameron Norrie,13.0,106329,Thiago Monteiro,83.0,7-5 7-5
2023-6932,Rio De Janeiro,2023-02-20,A,207989,Carlos Alcaraz,2.0,127123,Mateus Alves,556.0,6-4 6-4
2023-6932,Rio De Janeiro,2023-02-20,A,104926,Fabio Fognini,86.0,144642,Tomas Barrios Vera,196.0,6-2 6-3
2023-6932,Rio De Janeiro,2023-02-20,A,111513,Laslo Djere,57.0,105487,Facundo Bagnis,87.0,6-2 3-2 RET
2023-6932,Rio De Janeiro,2023-02-20,A,105583,Dusan Lajovic,80.0,106043,Diego Schwartzman,38.0,6-1 6-4
2023-6932,Rio De Janeiro,2023-02-20,A,111797,Nicolas Jarry,139.0,207518,Lorenzo Musetti,18.0,6-4 6-1
2023-6932,Rio De Janeiro,2023-02-20,A,124079,Pedro Martinez,76.0,106426,Cristian Garin,98.0,7-6(0) 6-4
2023-6932,Rio De Janeiro,2023-02-20,A,122669,Juan Pablo Varillas,81.0,200384,Hugo Gaston,106.0,7-5 6-4
2023-6932,Rio De Janeiro,2023-02-20,A,202104,Sebastian Baez,35.0,105064,Thomaz Bellucci,915.0,6-3 6-2
2023-6932,Rio De Janeiro,2023-02-20,A,105077,Albert Ramos,47.0,144869,Tomas Martin Etcheverry,75.0,5-7 6-4 6-4
2023-6932,Rio De Janeiro,2023-02-20,A,123755,Daniel Elahi Galan,88.0,106398,Pedro Cachin,59.0,7-6(4) 6-4
2023-6932,Rio De Janeiro,2023-02-20,A,126523,Bernabe Zapata Miralles,63.0,144719,Jaume Munar,66.0,6-3 7-5
2023-6932,Rio De Janeiro,2023-02-20,A,202103,Francisco Cerundolo,33.0,106148,Roberto Carballes Baena,73.0,4-6 6-3 6-3
2023-6932,Rio De Janeiro,2023-02-20,A,144684,Alex Molcan,54.0,211663,Joao Fonseca,827.0,6-0 6-3
2023-6932,Rio De Janeiro,2023-02-20,A,106198,Hugo Dellien,111.0,105311,Joao Sousa,143.0,6-0 6-2
2023-6932,Rio De Janeiro,2023-02-20,A,106329,Thiago Monteiro,83.0,106233,Dominic Thiem,96.0,6-1 3-6 7-6(2)
2023-6932,Rio De Janeiro,2023-02-20,A,111815,Cameron Norrie,13.0,207678,Juan Manuel Cerundolo,107.0,7-5 6-1
2023-0496,Marseille,2023-02-20,A,128034,Hubert Hurkacz,11.0,126127,Benjamin Bonzi,60.0,6-3 7-6(4)
2023-0496,Marseille,2023-02-20,A,128034,Hubert Hurkacz,11.0,122330,Alexander Bublik,50.0,6-4 7-6(4)
2023-0496,Marseille,2023-02-20,A,126127,Benjamin Bonzi,60.0,209950,Arthur Fils,118.0,6-4 6-4
2023-0496,Marseille,2023-02-20,A,128034,Hubert Hurkacz,11.0,144707,Mikael Ymer,69.0,6-3 3-6 7-6(6)
2023-0496,Marseille,2023-02-20,A,122330,Alexander Bublik,50.0,105777,Grigor Dimitrov,25.0,7-5 3-6 7-6(6)
2023-0496,Marseille,2023-02-20,A,126127,Benjamin Bonzi,60.0,200282,Alex De Minaur,23.0,6-2 6-4
2023-0496,Marseille,2023-02-20,A,209950,Arthur Fils,118.0,104527,Stan Wawrinka,105.0,6-2 6-3
2023-0496,Marseille,2023-02-20,A,128034,Hubert Hurkacz,11.0,209857,Leandro Riedi,133.0,4-6 6-3 6-2
2023-0496,Marseille,2023-02-20,A,144707,Mikael Ymer,69.0,105676,David Goffin,41.0,W/O
2023-0496,Marseille,2023-02-20,A,105777,Grigor Dimitrov,25.0,133835,Gijs Brouwer,116.0,6-3 6-2
2023-0496,Marseille,2023-02-20,A,122330,Alexander Bublik,50.0,106296,Gregoire Barrere,58.0,6-4 6-2
2023-0496,Marseille,2023-02-20,A,126127,Benjamin Bonzi,60.0,202195,Maxime Cressy,37.0,6-7(5) 6-4 6-3
2023-0496,Marseille,2023-02-20,A,200282,Alex De Minaur,23.0,106310,Alexander Ritschard,187.0,6-3 6-3
2023-0496,Marseille,2023-02-20,A,104527,Stan Wawrinka,105.0,104755,Richard Gasquet,43.0,4-6 7-5 6-2
2023-0496,Marseille,2023-02-20,A,209950,Arthur Fils,118.0,206173,Jannik Sinner,12.0,W/O
2023-0496,Marseille,2023-02-20,A,209857,Leandro Riedi,133.0,126239,Arthur Rinderknech,72.0,6-3 6-4
2023-0496,Marseille,2023-02-20,A,144707,Mikael Ymer,69.0,105430,Radu Albot,99.0,6-3 7-6(5)
2023-0496,Marseille,2023-02-20,A,105676,David Goffin,41.0,127760,Lukas Klein,142.0,6-2 6-4
2023-0496,Marseille,2023-02-20,A,133835,Gijs Brouwer,116.0,111200,Elias Ymer,172.0,3-6 7-5 6-3
2023-0496,Marseille,2023-02-20,A,122330,Alexander Bublik,50.0,105936,Filip Krajinovic,67.0,5-7 6-3 6-4
2023-0496,Marseille,2023-02-20,A,106296,Gregoire Barrere,58.0,144817,Marc Andrea Huesler,48.0,6-3 6-2
2023-0496,Marseille,2023-02-20,A,202195,Maxime Cressy,37.0,144972,Geoffrey Blancaneaux,152.0,6-3 6-7(5) 7-6(4)
2023-0496,Marseille,2023-02-20,A,126127,Benjamin Bonzi,60.0,209414,Luca Van Assche,146.0,7-5 7-5
2023-0496,Marseille,2023-02-20,A,106310,Alexander Ritschard,187.0,104665,Pablo Andujar,211.0,7-5 6-3
2023-0496,Marseille,2023-02-20,A,104755,Richard Gasquet,43.0,106362,Laurent Lokoli,173.0,7-6(5) 2-6 7-6(5)
2023-0496,Marseille,2023-02-20,A,104527,Stan Wawrinka,105.0,200267,Zizou Bergs,132.0,6-4 6-7(6) 6-4
2023-0496,Marseille,2023-02-20,A,209950,Arthur Fils,118.0,126128,Roman Safiullin,97.0,6-4 6-3
2023-0807,Acapulco,2023-02-27,A,200282,Alex De Minaur,22.0,126205,Tommy Paul,23.0,3-6 6-4 6-1
2023-0807,Acapulco,2023-02-27,A,126205,Tommy Paul,23.0,126203,Taylor Fritz,5.0,6-3 6-7(2) 7-6(2)
2023-0807,Acapulco,2023-02-27,A,200282,Alex De Minaur,22.0,208029,Holger Rune,10.0,3-6 7-5 6-2
2023-0807,Acapulco,2023-02-27,A,126205,Tommy Paul,23.0,111456,Mackenzie Mcdonald,62.0,6-2 6-2
2023-0807,Acapulco,2023-02-27,A,126203,Taylor Fritz,5.0,126207,Frances Tiafoe,15.0,6-3 6-4
2023-0807,Acapulco,2023-02-27,A,208029,Holger Rune,10.0,126610,Matteo Berrettini,24.0,6-0 1-0 RET
2023-0807,Acapulco,2023-02-27,A,200282,Alex De Minaur,22.0,106121,Taro Daniel,125.0,6-2 6-2
2023-0807,Acapulco,2023-02-27,A,111456,Mackenzie Mcdonald,62.0,206909,Brandon Nakashima,49.0,6-2 6-0
2023-0807,Acapulco,2023-02-27,A,126205,Tommy Paul,23.0,111581,Michael Mmoh,86.0,6-4 2-2 RET
2023-0807,Acapulco,2023-02-27,A,126203,Taylor Fritz,5.0,133430,Denis Shapovalov,30.0,6-4 6-4
2023-0807,Acapulco,2023-02-27,A,126207,Frances Tiafoe,15.0,103852,Feliciano Lopez,1035.0,6-2 7-6(6)
2023-0807,Acapulco,2023-02-27,A,126610,Matteo Berrettini,24.0,111200,Elias Ymer,170.0,6-3 6-3
2023-0807,Acapulco,2023-02-27,A,208029,Holger Rune,10.0,132686,Nuno Borges,85.0,6-0 6-2
2023-0807,Acapulco,2023-02-27,A,200282,Alex De Minaur,22.0,202235,Jacopo Berrettini,842.0,6-1 6-0
2023-0807,Acapulco,2023-02-27,A,106121,Taro Daniel,125.0,134770,Casper Ruud,4.0,7-5 2-6 7-6(5)
2023-0807,Acapulco,2023-02-27,A,111456,Mackenzie Mcdonald,62.0,209260,Luciano Darderi,184.0,6-4 6-2
2023-0807,Acapulco,2023-02-27,A,206909,Brandon Nakashima,49.0,127157,Daniel Altmaier,95.0,6-3 3-6 6-1
2023-0807,Acapulco,2023-02-27,A,111581,Michael Mmoh,86.0,106218,Marcos Giron,69.0,7-6(3) 6-1
2023-0807,Acapulco,2023-02-27,A,126205,Tommy Paul,23.0,105877,Emilio Gomez,90.0,6-1 7-6(4)
2023-0807,Acapulco,2023-02-27,A,126203,Taylor Fritz,5.0,104545,John Isner,38.0,3-6 6-3 6-4
2023-0807,Acapulco,2023-02-27,A,133430,Denis Shapovalov,30.0,200175,Miomir Kecmanovic,31.0,6-7(4) 6-0 7-5
2023-0807,Acapulco,2023-02-27,A,103852,Feliciano Lopez,1035.0,111153,Christopher Eubanks,105.0,7-6(3) 6-4
2023-0807,Acapulco,2023-02-27,A,126207,Frances Tiafoe,15.0,106415,Yoshihito Nishioka,34.0,7-6(6) 6-4
2023-0807,Acapulco,2023-02-27,A,111200,Elias Ymer,170.0,105173,Adrian Mannarino,64.0,5-7 6-3 6-4
2023-0807,Acapulco,2023-02-27,A,126610,Matteo Berrettini,24.0,144684,Alex Molcan,57.0,6-0 1-0 RET
2023-0807,Acapulco,2023-02-27,A,132686,Nuno Borges,85.0,111436,Nick Chappell,432.0,6-3 7-6(3)
2023-0807,Acapulco,2023-02-27,A,208029,Holger Rune,10.0,210097,Ben Shelton,41.0,6-7(7) 6-4 6-2
2023-0807,Acapulco,2023-02-27,A,200282,Alex De Minaur,22.0,210202,Rodrigo Pacheco Mendez,1244.0,6-1 6-2
2023-0807,Acapulco,2023-02-27,A,202235,Jacopo Berrettini,842.0,106214,Oscar Otte,78.0,3-6 7-6(3) 2-1 RET
2023-0807,Acapulco,2023-02-27,A,106121,Taro Daniel,125.0,200670,J J Wolf,44.0,6-4 6-4
2023-0807,Acapulco,2023-02-27,A,134770,Casper Ruud,4.0,105819,Guido Andreozzi,342.0,6-4 4-6 7-6(2)
2023-0495,Dubai,2023-02-27,A,106421,Daniil Medvedev,7.0,126094,Andrey Rublev,6.0,6-2 6-2
2023-0495,Dubai,2023-02-27,A,106421,Daniil Medvedev,7.0,104925,Novak Djokovic,1.0,6-4 6-4
2023-0495,Dubai,2023-02-27,A,126094,Andrey Rublev,6.0,100644,Alexander Zverev,16.0,6-3 7-6(9)
2023-0495,Dubai,2023-02-27,A,104925,Novak Djokovic,1.0,128034,Hubert Hurkacz,11.0,6-3 7-5
2023-0495,Dubai,2023-02-27,A,106421,Daniil Medvedev,7.0,106432,Borna Coric,20.0,6-3 6-2
2023-0495,Dubai,2023-02-27,A,100644,Alexander Zverev,16.0,132283,Lorenzo Sonego,67.0,7-5 6-4
2023-0495,Dubai,2023-02-27,A,126094,Andrey Rublev,6.0,122298,Botic Van De Zandschulp,33.0,6-3 7-6(3)
2023-0495,Dubai,2023-02-27,A,104925,Novak Djokovic,1.0,134868,Tallon Griekspoor,39.0,6-2 6-3
2023-0495,Dubai,2023-02-27,A,128034,Hubert Hurkacz,11.0,200303,Pavel Kotov,138.0,7-5 6-1
2023-0495,Dubai,2023-02-27,A,106421,Daniil Medvedev,7.0,122330,Alexander Bublik,46.0,6-4 6-2
2023-0495,Dubai,2023-02-27,A,106432,Borna Coric,20.0,106423,Thanasi Kokkinakis,101.0,6-7(4) 6-3 7-5
2023-0495,Dubai,2023-02-27,A,100644,Alexander Zverev,16.0,106331,Christopher Oconnell,92.0,7-5 6-4
2023-0495,Dubai,2023-02-27,A,132283,Lorenzo Sonego,67.0,200000,Felix Auger Aliassime,9.0,7-6(4) 6-4
2023-0495,Dubai,2023-02-27,A,122298,Botic Van De Zandschulp,33.0,144707,Mikael Ymer,59.0,3-6 6-3 6-3
2023-0495,Dubai,2023-02-27,A,126094,Andrey Rublev,6.0,200221,Alejandro Davidovich Fokina,29.0,1-6 7-6(6) 7-6(3)
2023-0495,Dubai,2023-02-27,A,104925,Novak Djokovic,1.0,207830,Tomas Machac,130.0,6-3 3-6 7-6(1)
2023-0495,Dubai,2023-02-27,A,134868,Tallon Griekspoor,39.0,106005,Constant Lestienne,56.0,6-4 3-6 6-2
2023-0495,Dubai,2023-02-27,A,200303,Pavel Kotov,138.0,200615,Alexei Popyrin,98.0,6-3 5-7 7-6(3)
2023-0495,Dubai,2023-02-27,A,128034,Hubert Hurkacz,11.0,207686,Alexander Shevchenko,119.0,3-6 6-3 7-6(7)
2023-0495,Dubai,2023-02-27,A,106421,Daniil Medvedev,7.0,208286,Matteo Arnaldi,111.0,6-4 6-2
2023-0495,Dubai,2023-02-27,A,122330,Alexander Bublik,46.0,200247,Alexandar Lazarov,301.0,6-1 1-0 RET
2023-0495,Dubai,2023-02-27,A,106423,Thanasi Kokkinakis,101.0,111460,Quentin Halys,73.0,6-4 7-6(9)
2023-0495,Dubai,2023-02-27,A,106432,Borna Coric,20.0,105554,Daniel Evans,28.0,2-2 RET
2023-0495,Dubai,2023-02-27,A,100644,Alexander Zverev,16.0,208103,Jiri Lehecka,47.0,4-6 6-3 6-4
2023-0495,Dubai,2023-02-27,A,106331,Christopher Oconnell,92.0,200325,Emil Ruusuvuori,54.0,7-5 6-4
2023-0495,Dubai,2023-02-27,A,132283,Lorenzo Sonego,67.0,144817,Marc Andrea Huesler,51.0,7-5 6-3
2023-0495,Dubai,2023-02-27,A,200000,Felix Auger Aliassime,9.0,202195,Maxime Cressy,36.0,7-6(4) 3-6 6-3
2023-0495,Dubai,2023-02-27,A,122298,Botic Van De Zandschulp,33.0,111575,Karen Khachanov,14.0,7-5 6-2
2023-0495,Dubai,2023-02-27,A,144707,Mikael Ymer,59.0,208859,Francesco Passaro,110.0,6-2 6-3
2023-0495,Dubai,2023-02-27,A,200221,Alejandro Davidovich Fokina,29.0,104291,Malek Jaziri,444.0,6-2 6-0
2023-0495,Dubai,2023-02-27,A,126094,Andrey Rublev,6.0,105936,Filip Krajinovic,70.0,7-5 6-2
2023-8996,Santiago,2023-02-27,A,111797,Nicolas Jarry,87.0,144869,Tomas Martin Etcheverry,76.0,6-7(5) 7-6(5) 6-2
2023-8996,Santiago,2023-02-27,A,111797,Nicolas Jarry,87.0,144719,Jaume Munar,66.0,1-6 7-6(4) 6-1
2023-8996,Santiago,2023-02-27,A,144869,Tomas Martin Etcheverry,76.0,202104,Sebastian Baez,35.0,7-5 6-3
2023-8996,Santiago,2023-02-27,A,144719,Jaume Munar,66.0,106329,Thiago Monteiro,84.0,6-3 3-6 6-2
2023-8996,Santiago,2023-02-27,A,111797,Nicolas Jarry,87.0,105870,Yannick Hanfmann,153.0,3-6 6-3 6-4
2023-8996,Santiago,2023-02-27,A,202104,Sebastian Baez,35.0,111513,Laslo Djere,55.0,7-6(4) 6-4
2023-8996,Santiago,2023-02-27,A,144869,Tomas Martin Etcheverry,76.0,105583,Dusan Lajovic,75.0,6-1 6-2
2023-8996,Santiago,2023-02-27,A,144719,Jaume Munar,66.0,207518,Lorenzo Musetti,18.0,6-4 6-4
2023-8996,Santiago,2023-02-27,A,106329,Thiago Monteiro,84.0,106065,Marco Cecchinato,91.0,3-6 6-3 6-2
2023-8996,Santiago,2023-02-27,A,111797,Nicolas Jarry,87.0,106043,Diego Schwartzman,37.0,6-4 4-6 7-6(2)
2023-8996,Santiago,2023-02-27,A,105870,Yannick Hanfmann,153.0,106148,Roberto Carballes Baena,74.0,7-6(6) 6-2
