tourney_id,tourney_name,tourney_date,tourney_level,winner_id,winner_name,winner_rank,loser_id,loser_name,loser_rank,score
2022-4138,Tel Aviv,2022-09-26,A,104925,Novak Djokovic,7.0,104665,Pablo Andujar,115.0,6-0 6-3
2022-4138,Tel Aviv,2022-09-26,A,105577,Vasek Pospisil,149.0,122548,Edan Leshem,446.0,6-3 6-2
2022-4138,Tel Aviv,2022-09-26,A,126239,Arthur Rinderknech,58.0,106043,Diego Schwartzman,17.0,6-3 2-6 7-6(7)
2022-4138,Tel Aviv,2022-09-26,A,126128,Roman Safiullin,104.0,144869,Tomas Martin Etcheverry,87.0,6-1 6-4
2022-4138,Tel Aviv,2022-09-26,A,106005,Constant Lestienne,68.0,200325,Emil Ruusuvuori,54.0,6-4 6-2
2022-4138,Tel Aviv,2022-09-26,A,202195,Maxime Cressy,34.0,200624,Sebastian Korda,44.0,6-4 6-4
2022-4138,Tel Aviv,2022-09-26,A,106281,Liam Broady,174.0,122298,Botic Van De Zandschulp,35.0,6-4 4-6 6-3
2022-4138,Tel Aviv,2022-09-26,A,105227,Marin Cilic,16.0,106233,Dominic Thiem,173.0,6-7(6) 6-2 6-4
2022-4138,Tel Aviv,2022-09-26,A,104665,Pablo Andujar,115.0,106329,Thiago Monteiro,62.0,7-6(3) 6-1
2022-4138,Tel Aviv,2022-09-26,A,122548,Edan Leshem,446.0,200075,Yshai Oliel,383.0,6-3 6-2
2022-4138,Tel Aviv,2022-09-26,A,105577,Vasek Pospisil,149.0,134868,Tallon Griekspoor,52.0,4-6 7-6(3) 7-5
2022-4138,Tel Aviv,2022-09-26,A,126239,Arthur Rinderknech,58.0,105657,Marius Copil,350.0,6-7(5) 6-4 6-3
2022-4138,Tel Aviv,2022-09-26,A,126128,Roman Safiullin,104.0,126409,Hugo Grenier,97.0,3-6 6-4 6-2
2022-4138,Tel Aviv,2022-09-26,A,144869,Tomas Martin Etcheverry,87.0,106234,Aslan Karatsev,39.0,6-2 6-7(0) 6-4
2022-4138,Tel Aviv,2022-09-26,A,106005,Constant Lestienne,68.0,105173,Adrian Mannarino,51.0,7-6(2) 6-4
2022-4138,Tel Aviv,2022-09-26,A,200325,Emil Ruusuvuori,54.0,200670,J J Wolf,75.0,6-3 6-2
2022-4138,Tel Aviv,2022-09-26,A,200624,Sebastian Korda,44.0,117356,Cem Ilkel,382.0,6-4 6-4
2022-4138,Tel Aviv,2022-09-26,A,122298,Botic Van De Zandschulp,35.0,105311,Joao Sousa,61.0,6-2 6-3
2022-4138,Tel Aviv,2022-09-26,A,106281,Liam Broady,174.0,209098,Hamad Medjedovic,255.0,7-5 6-3
2022-4138,Tel Aviv,2022-09-26,A,106233,Dominic Thiem,173.0,111513,Laslo Djere,72.0,5-7 7-6(3) 6-4
2022-9410,Astana,2022-10-03,A,104925,Novak Djokovic,7.0,126774,Stefanos Tsitsipas,6.0,6-3 6-4
2022-9410,Astana,2022-10-03,A,126774,Stefanos Tsitsipas,6.0,126094,Andrey Rublev,9.0,4-6 6-4 6-3
2022-9410,Astana,2022-10-03,A,104925,Novak Djokovic,7.0,106421,Daniil Medvedev,4.0,4-6 7-6(6) 0-0 RET
2022-9410,Astana,2022-10-03,A,126094,Andrey Rublev,9.0,105173,Adrian Mannarino,51.0,6-1 6-2
2022-9410,Astana,2022-10-03,A,126774,Stefanos Tsitsipas,6.0,128034,Hubert Hurkacz,10.0,7-6(8) 6-3
2022-9410,Astana,2022-10-03,A,104925,Novak Djokovic,7.0,111575,Karen Khachanov,18.0,6-4 6-3
2022-9410,Astana,2022-10-03,A,106421,Daniil Medvedev,4.0,105138,Roberto Bautista Agut,21.0,6-1 6-1
2022-9410,Astana,2022-10-03,A,105173,Adrian Mannarino,51.0,105676,David Goffin,66.0,3-6 6-1 7-5
2022-9410,Astana,2022-10-03,A,126094,Andrey Rublev,9.0,111190,Zhizhen Zhang,126.0,6-3 6-2
2022-9410,Astana,2022-10-03,A,126774,Stefanos Tsitsipas,6.0,208134,Luca Nardi,152.0,7-6(2) 7-6(3)
2022-9410,Astana,2022-10-03,A,128034,Hubert Hurkacz,10.0,122330,Alexander Bublik,43.0,6-4 6-4
2022-9410,Astana,2022-10-03,A,111575,Karen Khachanov,18.0,105227,Marin Cilic,14.0,2-6 6-3 6-3
2022-9410,Astana,2022-10-03,A,104925,Novak Djokovic,7.0,122298,Botic Van De Zandschulp,34.0,6-3 6-1
2022-9410,Astana,2022-10-03,A,105138,Roberto Bautista Agut,21.0,200303,Pavel Kotov,103.0,6-1 7-6(5)
2022-9410,Astana,2022-10-03,A,106421,Daniil Medvedev,4.0,200325,Emil Ruusuvuori,53.0,6-3 6-2
2022-9410,Astana,2022-10-03,A,105676,David Goffin,66.0,207989,Carlos Alcaraz,1.0,7-5 6-3
2022-9410,Astana,2022-10-03,A,105173,Adrian Mannarino,51.0,104527,Stan Wawrinka,191.0,1-6 6-2 6-3
2022-9410,Astana,2022-10-03,A,111190,Zhizhen Zhang,126.0,106234,Aslan Karatsev,39.0,4-6 6-4 6-1
2022-9410,Astana,2022-10-03,A,126094,Andrey Rublev,9.0,111513,Laslo Djere,76.0,6-4 6-3
2022-9410,Astana,2022-10-03,A,126774,Stefanos Tsitsipas,6.0,105062,Mikhail Kukushkin,221.0,6-3 6-4
2022-9410,Astana,2022-10-03,A,208134,Luca Nardi,152.0,207686,Alexander Shevchenko,146.0,7-6(4) 6-2
2022-9410,Astana,2022-10-03,A,122330,Alexander Bublik,43.0,134868,Tallon Griekspoor,54.0,6-0 4-6 6-3
2022-9410,Astana,2022-10-03,A,128034,Hubert Hurkacz,10.0,202103,Francisco Cerundolo,29.0,6-2 7-6(2)
2022-9410,Astana,2022-10-03,A,105227,Marin Cilic,14.0,106214,Oscar Otte,55.0,5-7 7-6(4) 6-2
2022-9410,Astana,2022-10-03,A,111575,Karen Khachanov,18.0,202195,Maxime Cressy,32.0,6-4 7-6(3)
2022-9410,Astana,2022-10-03,A,122298,Botic Van De Zandschulp,34.0,202320,Beibit Zhukayev,327.0,6-1 6-1
2022-9410,Astana,2022-10-03,A,104925,Novak Djokovic,7.0,106426,Cristian Garin,81.0,6-1 6-1
2022-9410,Astana,2022-10-03,A,105138,Roberto Bautista Agut,21.0,200000,Felix Auger Aliassime,13.0,6-4 7-6(6)
2022-9410,Astana,2022-10-03,A,200303,Pavel Kotov,103.0,200221,Alejandro Davidovich Fokina,31.0,6-4 6-4
2022-9410,Astana,2022-10-03,A,200325,Emil Ruusuvuori,53.0,144817,Marc Andrea Huesler,64.0,6-0 6-2
2022-9410,Astana,2022-10-03,A,106421,Daniil Medvedev,4.0,105077,Albert Ramos,40.0,6-3 6-1
2022-0329,Tokyo,2022-10-03,A,126203,Taylor Fritz,11.0,126207,Frances Tiafoe,19.0,7-6(3) 7-6(2)
2022-0329,Tokyo,2022-10-03,A,126207,Frances Tiafoe,19.0,126952,Soon Woo Kwon,120.0,6-2 0-6 6-4
2022-0329,Tokyo,2022-10-03,A,126203,Taylor Fritz,11.0,133430,Denis Shapovalov,22.0,6-3 6-7(5) 6-3
2022-0329,Tokyo,2022-10-03,A,126952,Soon Woo Kwon,120.0,124079,Pedro Martinez,68.0,6-3 6-0
2022-0329,Tokyo,2022-10-03,A,126207,Frances Tiafoe,19.0,200175,Miomir Kecmanovic,33.0,6-0 6-4
2022-0329,Tokyo,2022-10-03,A,126203,Taylor Fritz,11.0,106401,Nick Kyrgios,20.0,W/O
2022-0329,Tokyo,2022-10-03,A,133430,Denis Shapovalov,22.0,106432,Borna Coric,28.0,6-4 6-3
2022-0329,Tokyo,2022-10-03,A,124079,Pedro Martinez,68.0,144719,Jaume Munar,58.0,4-6 6-3 6-1
2022-0329,Tokyo,2022-10-03,A,126952,Soon Woo Kwon,120.0,111456,Mackenzie Mcdonald,78.0,6-3 6-7(4) 6-2
2022-0329,Tokyo,2022-10-03,A,126207,Frances Tiafoe,19.0,126523,Bernabe Zapata Miralles,80.0,6-1 7-6(7)
2022-0329,Tokyo,2022-10-03,A,200175,Miomir Kecmanovic,33.0,105554,Daniel Evans,25.0,6-3 3-6 7-6(4)
2022-0329,Tokyo,2022-10-03,A,106401,Nick Kyrgios,20.0,111794,Kamil Majchrzak,121.0,3-6 6-2 6-2
2022-0329,Tokyo,2022-10-03,A,126203,Taylor Fritz,11.0,105655,Hiroki Moriya,253.0,6-1 3-6 6-4
2022-0329,Tokyo,2022-10-03,A,133430,Denis Shapovalov,22.0,200677,Rio Noguchi,291.0,6-3 6-1
2022-0329,Tokyo,2022-10-03,A,106432,Borna Coric,28.0,206909,Brandon Nakashima,47.0,7-5 6-2
2022-0329,Tokyo,2022-10-03,A,144719,Jaume Munar,58.0,134770,Casper Ruud,3.0,6-3 6-3
2022-0329,Tokyo,2022-10-03,A,124079,Pedro Martinez,68.0,200615,Alexei Popyrin,93.0,7-5 6-4
2022-0329,Tokyo,2022-10-03,A,111456,Mackenzie Mcdonald,78.0,111187,Kaichi Uchida,155.0,7-6(4) 6-7(2) 6-3
2022-0329,Tokyo,2022-10-03,A,126952,Soon Woo Kwon,120.0,200282,Alex De Minaur,23.0,6-3 6-2
2022-0329,Tokyo,2022-10-03,A,126207,Frances Tiafoe,19.0,106034,Yasutaka Uchiyama,314.0,6-3 6-4
2022-0329,Tokyo,2022-10-03,A,126523,Bernabe Zapata Miralles,80.0,106121,Taro Daniel,95.0,7-5 7-5
2022-0329,Tokyo,2022-10-03,A,200175,Miomir Kecmanovic,33.0,106415,Yoshihito Nishioka,41.0,2-6 7-6(1) 6-2
2022-0329,Tokyo,2022-10-03,A,105554,Daniel Evans,25.0,105430,Radu Albot,86.0,6-7(3) 6-1 6-4
2022-0329,Tokyo,2022-10-03,A,106401,Nick Kyrgios,20.0,202358,Chun Hsin Tseng,87.0,6-3 6-1
2022-0329,Tokyo,2022-10-03,A,111794,Kamil Majchrzak,121.0,200647,Sho Shimabukuro,353.0,7-6(2) 6-2
2022-0329,Tokyo,2022-10-03,A,105655,Hiroki Moriya,253.0,202122,Yuta Shimizu,451.0,6-1 6-3
2022-0329,Tokyo,2022-10-03,A,126203,Taylor Fritz,11.0,105902,James Duckworth,109.0,6-2 6-7(2) 6-1
2022-0329,Tokyo,2022-10-03,A,133430,Denis Shapovalov,22.0,105449,Steve Johnson,112.0,6-3 7-6(3)
2022-0329,Tokyo,2022-10-03,A,200677,Rio Noguchi,291.0,106368,Ramkumar Ramanathan,297.0,6-4 3-6 7-6(1)
2022-0329,Tokyo,2022-10-03,A,206909,Brandon Nakashima,47.0,208278,Shintaro Mochizuki,401.0,6-3 6-2
2022-0329,Tokyo,2022-10-03,A,106432,Borna Coric,28.0,106423,Thanasi Kokkinakis,91.0,6-4 7-6(4)
2022-2805,Florence,2022-10-10,A,200000,Felix Auger Aliassime,13.0,200670,J J Wolf,75.0,6-4 6-4
2022-2805,Florence,2022-10-10,A,200000,Felix Auger Aliassime,13.0,207518,Lorenzo Musetti,28.0,6-2 6-3
2022-2805,Florence,2022-10-10,A,200670,J J Wolf,75.0,144707,Mikael Ymer,99.0,6-4 6-4
2022-2805,Florence,2022-10-10,A,200000,Felix Auger Aliassime,13.0,206909,Brandon Nakashima,46.0,6-3 6-4
2022-2805,Florence,2022-10-10,A,207518,Lorenzo Musetti,28.0,111456,Mackenzie Mcdonald,79.0,6-3 6-2
2022-2805,Florence,2022-10-10,A,200670,J J Wolf,75.0,122330,Alexander Bublik,43.0,3-6 7-5 6-1
2022-2805,Florence,2022-10-10,A,144707,Mikael Ymer,99.0,106148,Roberto Carballes Baena,80.0,6-4 6-2
2022-2805,Florence,2022-10-10,A,200000,Felix Auger Aliassime,13.0,106214,Oscar Otte,55.0,6-4 6-7(2) 6-2
2022-2805,Florence,2022-10-10,A,206909,Brandon Nakashima,46.0,123795,Altug Celikbilek,230.0,6-3 6-4
2022-2805,Florence,2022-10-10,A,207518,Lorenzo Musetti,28.0,126523,Bernabe Zapata Miralles,74.0,6-3 6-0
2022-2805,Florence,2022-10-10,A,111456,Mackenzie Mcdonald,79.0,208859,Francesco Passaro,126.0,6-4 7-5
2022-2805,Florence,2022-10-10,A,122330,Alexander Bublik,43.0,144895,Corentin Moutet,69.0,7-5 6-4
2022-2805,Florence,2022-10-10,A,200670,J J Wolf,75.0,202195,Maxime Cressy,33.0,6-3 6-4
2022-2805,Florence,2022-10-10,A,144707,Mikael Ymer,99.0,106234,Aslan Karatsev,39.0,6-1 6-7(6) 6-1
2022-2805,Florence,2022-10-10,A,106148,Roberto Carballes Baena,80.0,126610,Matteo Berrettini,16.0,5-7 7-6(5) 7-5
2022-2805,Florence,2022-10-10,A,106214,Oscar Otte,55.0,105916,Marton Fucsovics,91.0,3-6 6-4 6-2
2022-2805,Florence,2022-10-10,A,123795,Altug Celikbilek,230.0,206748,Giulio Zeppieri,170.0,6-3 6-2
2022-2805,Florence,2022-10-10,A,206909,Brandon Nakashima,46.0,104755,Richard Gasquet,83.0,6-2 6-2
2022-2805,Florence,2022-10-10,A,126523,Bernabe Zapata Miralles,74.0,132283,Lorenzo Sonego,51.0,6-4 6-4
2022-2805,Florence,2022-10-10,A,208859,Francesco Passaro,126.0,111190,Zhizhen Zhang,110.0,7-6(4) 7-6(6)
2022-2805,Florence,2022-10-10,A,111456,Mackenzie Mcdonald,79.0,202385,Jenson Brooksby,42.0,6-4 4-6 6-1
2022-2805,Florence,2022-10-10,A,122330,Alexander Bublik,43.0,106426,Cristian Garin,81.0,7-5 6-2
2022-2805,Florence,2022-10-10,A,144895,Corentin Moutet,69.0,207925,Flavio Cobolli,164.0,4-6 7-5 6-4
2022-2805,Florence,2022-10-10,A,200670,J J Wolf,75.0,208353,Francesco Maestrelli,186.0,4-6 6-2 6-1
2022-2805,Florence,2022-10-10,A,106234,Aslan Karatsev,39.0,134868,Tallon Griekspoor,54.0,6-3 2-1 RET
2022-2805,Florence,2022-10-10,A,144707,Mikael Ymer,99.0,126646,Tim Van Rijthoven,116.0,6-1 6-2
2022-2805,Florence,2022-10-10,A,106148,Roberto Carballes Baena,80.0,123755,Daniel Elahi Galan,71.0,6-2 6-1
2022-2807,Gijon,2022-10-10,A,126094,Andrey Rublev,9.0,200624,Sebastian Korda,47.0,6-2 6-3
2022-2807,Gijon,2022-10-10,A,126094,Andrey Rublev,9.0,106233,Dominic Thiem,165.0,6-4 6-4
2022-2807,Gijon,2022-10-10,A,200624,Sebastian Korda,47.0,126239,Arthur Rinderknech,56.0,7-6(2) 6-3
2022-2807,Gijon,2022-10-10,A,126094,Andrey Rublev,9.0,126205,Tommy Paul,30.0,7-5 6-3
2022-2807,Gijon,2022-10-10,A,106233,Dominic Thiem,165.0,202103,Francisco Cerundolo,29.0,6-4 6-3
2022-2807,Gijon,2022-10-10,A,200624,Sebastian Korda,47.0,104918,Andy Murray,48.0,6-4 1-6 6-1
2022-2807,Gijon,2022-10-10,A,126239,Arthur Rinderknech,56.0,105807,Pablo Carreno Busta,15.0,4-6 6-3 7-6(16)
2022-2807,Gijon,2022-10-10,A,126094,Andrey Rublev,9.0,125802,Ilya Ivashka,70.0,6-3 5-7 6-4
2022-2807,Gijon,2022-10-10,A,126205,Tommy Paul,30.0,200374,Nicolas Alvarez Varona,231.0,6-3 7-6(3)
2022-2807,Gijon,2022-10-10,A,202103,Francisco Cerundolo,29.0,131905,Manuel Guinard,153.0,7-6(5) 6-2
2022-2807,Gijon,2022-10-10,A,106233,Dominic Thiem,165.0,106218,Marcos Giron,62.0,3-6 6-4 6-0
2022-2807,Gijon,2022-10-10,A,104918,Andy Murray,48.0,106398,Pedro Cachin,61.0,2-6 7-5 7-6(3)
2022-2807,Gijon,2022-10-10,A,200624,Sebastian Korda,47.0,105138,Roberto Bautista Agut,22.0,5-7 6-4 6-4
2022-2807,Gijon,2022-10-10,A,126239,Arthur Rinderknech,56.0,106005,Constant Lestienne,63.0,6-4 6-2
2022-2807,Gijon,2022-10-10,A,105807,Pablo Carreno Busta,15.0,106329,Thiago Monteiro,65.0,6-4 7-6(3)
2022-2807,Gijon,2022-10-10,A,125802,Ilya Ivashka,70.0,103852,Feliciano Lopez,415.0,6-3 6-7(5) 6-4
2022-2807,Gijon,2022-10-10,A,200374,Nicolas Alvarez Varona,231.0,105477,Marco Trungelliti,241.0,1-6 6-3 6-0
2022-2807,Gijon,2022-10-10,A,131905,Manuel Guinard,153.0,104926,Fabio Fognini,59.0,4-6 6-0 2-0 RET
2022-2807,Gijon,2022-10-10,A,106233,Dominic Thiem,165.0,105311,Joao Sousa,64.0,6-2 6-0
2022-2807,Gijon,2022-10-10,A,106218,Marcos Giron,62.0,105077,Albert Ramos,40.0,4-6 6-4 6-2
2022-2807,Gijon,2022-10-10,A,104918,Andy Murray,48.0,200221,Alejandro Davidovich Fokina,31.0,7-5 6-2
2022-2807,Gijon,2022-10-10,A,106398,Pedro Cachin,61.0,106072,Alexey Vatutin,279.0,7-6(2) 6-0
2022-2807,Gijon,2022-10-10,A,200624,Sebastian Korda,47.0,144719,Jaume Munar,57.0,6-4 6-1
2022-2807,Gijon,2022-10-10,A,126205,Tommy Paul,30.0,211776,Martin Landaluce,,6-3 6-0
2022-2807,Gijon,2022-10-10,A,106005,Constant Lestienne,63.0,202104,Sebastian Baez,35.0,7-6(5) 4-4 RET
2022-2807,Gijon,2022-10-10,A,126239,Arthur Rinderknech,56.0,126535,Carlos Taberner,130.0,6-3 6-3
2022-2807,Gijon,2022-10-10,A,106329,Thiago Monteiro,65.0,126127,Benjamin Bonzi,67.0,6-4 7-5
2022-2809,Naples,2022-10-17,A,207518,Lorenzo Musetti,24.0,126610,Matteo Berrettini,16.0,7-6(5) 6-2
2022-2809,Naples,2022-10-17,A,207518,Lorenzo Musetti,24.0,200175,Miomir Kecmanovic,30.0,6-3 6-4
2022-2809,Naples,2022-10-17,A,126610,Matteo Berrettini,16.0,111456,Mackenzie Mcdonald,74.0,3-6 7-6(2) 6-3
2022-2809,Naples,2022-10-17,A,200175,Miomir Kecmanovic,30.0,105807,Pablo Carreno Busta,15.0,7-5 6-2
2022-2809,Naples,2022-10-17,A,207518,Lorenzo Musetti,24.0,123755,Daniel Elahi Galan,72.0,6-3 6-0
2022-2809,Naples,2022-10-17,A,111456,Mackenzie Mcdonald,74.0,111190,Zhizhen Zhang,109.0,4-6 6-3 6-2
2022-2809,Naples,2022-10-17,A,126610,Matteo Berrettini,16.0,106121,Taro Daniel,95.0,6-2 6-3
2022-2809,Naples,2022-10-17,A,105807,Pablo Carreno Busta,15.0,104926,Fabio Fognini,64.0,6-1 6-1
2022-2809,Naples,2022-10-17,A,200175,Miomir Kecmanovic,30.0,144895,Corentin Moutet,65.0,5-3 RET
2022-2809,Naples,2022-10-17,A,207518,Lorenzo Musetti,24.0,111513,Laslo Djere,78.0,7-5 6-3
2022-2809,Naples,2022-10-17,A,123755,Daniel Elahi Galan,72.0,132686,Nuno Borges,94.0,7-6(5) 6-4
2022-2809,Naples,2022-10-17,A,111190,Zhizhen Zhang,109.0,202104,Sebastian Baez,37.0,7-6(5) 7-6(11)
2022-2809,Naples,2022-10-17,A,111456,Mackenzie Mcdonald,74.0,105138,Roberto Bautista Agut,22.0,6-4 6-4
2022-2809,Naples,2022-10-17,A,106121,Taro Daniel,95.0,106398,Pedro Cachin,57.0,6-4 7-6(2)
2022-2809,Naples,2022-10-17,A,126610,Matteo Berrettini,16.0,106148,Roberto Carballes Baena,76.0,6-4 6-2
2022-2809,Naples,2022-10-17,A,104926,Fabio Fognini,64.0,126409,Hugo Grenier,116.0,6-4 3-6 6-3
2022-2809,Naples,2022-10-17,A,144895,Corentin Moutet,65.0,208134,Luca Nardi,130.0,6-7(7) 7-6(3) 6-2
2022-2809,Naples,2022-10-17,A,200175,Miomir Kecmanovic,30.0,207925,Flavio Cobolli,167.0,6-1 6-2
2022-2809,Naples,2022-10-17,A,111513,Laslo Djere,78.0,127339,Borna Gojo,184.0,6-4 7-6(6)
2022-2809,Naples,2022-10-17,A,123755,Daniel Elahi Galan,72.0,126523,Bernabe Zapata Miralles,75.0,6-4 6-4
2022-2809,Naples,2022-10-17,A,132686,Nuno Borges,94.0,105077,Albert Ramos,40.0,7-5 7-6(5)
2022-2809,Naples,2022-10-17,A,202104,Sebastian Baez,37.0,132283,Lorenzo Sonego,50.0,7-5 7-6(3)
2022-2809,Naples,2022-10-17,A,111190,Zhizhen Zhang,109.0,105916,Marton Fucsovics,91.0,6-4 7-6(8)
2022-2809,Naples,2022-10-17,A,111456,Mackenzie Mcdonald,74.0,208859,Francesco Passaro,124.0,6-3 7-5
2022-2809,Naples,2022-10-17,A,106398,Pedro Cachin,57.0,105173,Adrian Mannarino,42.0,6-1 3-6 6-4
2022-2809,Naples,2022-10-17,A,106121,Taro Daniel,95.0,124079,Pedro Martinez,59.0,6-3 6-3
2022-2809,Naples,2022-10-17,A,106148,Roberto Carballes Baena,76.0,111797,Nicolas Jarry,118.0,6-4 6-4
2022-0429,Stockholm,2022-10-17,A,208029,Holger Rune,27.0,126774,Stefanos Tsitsipas,5.0,6-4 6-4
2022-0429,Stockholm,2022-10-17,A,126774,Stefanos Tsitsipas,5.0,200325,Emil Ruusuvuori,52.0,6-2 6-2
2022-0429,Stockholm,2022-10-17,A,208029,Holger Rune,27.0,200282,Alex De Minaur,23.0,4-6 7-6(1) 7-5
2022-0429,Stockholm,2022-10-17,A,126774,Stefanos Tsitsipas,5.0,144707,Mikael Ymer,79.0,7-5 6-3
2022-0429,Stockholm,2022-10-17,A,200325,Emil Ruusuvuori,52.0,126207,Frances Tiafoe,17.0,6-1 6-2
2022-0429,Stockholm,2022-10-17,A,200282,Alex De Minaur,23.0,133430,Denis Shapovalov,20.0,6-2 7-6(4)
2022-0429,Stockholm,2022-10-17,A,208029,Holger Rune,27.0,111815,Cameron Norrie,14.0,6-7(4) 6-3 6-3
2022-0429,Stockholm,2022-10-17,A,126774,Stefanos Tsitsipas,5.0,202195,Maxime Cressy,33.0,7-6(5) 7-6(12)
2022-0429,Stockholm,2022-10-17,A,144707,Mikael Ymer,79.0,126205,Tommy Paul,31.0,6-2 6-3
2022-0429,Stockholm,2022-10-17,A,126207,Frances Tiafoe,17.0,111200,Elias Ymer,129.0,3-6 7-6(4) 7-6(2)
2022-0429,Stockholm,2022-10-17,A,200325,Emil Ruusuvuori,52.0,208103,Jiri Lehecka,77.0,6-2 6-2
2022-0429,Stockholm,2022-10-17,A,200282,Alex De Minaur,23.0,200670,J J Wolf,56.0,6-4 6-2
2022-0429,Stockholm,2022-10-17,A,133430,Denis Shapovalov,20.0,134472,Antoine Bellier,192.0,6-4 7-5
2022-0429,Stockholm,2022-10-17,A,208029,Holger Rune,27.0,106426,Cristian Garin,89.0,7-6(2) 6-1
2022-0429,Stockholm,2022-10-17,A,111815,Cameron Norrie,14.0,106234,Aslan Karatsev,45.0,6-7(8) 6-3 6-4
2022-0429,Stockholm,2022-10-17,A,202195,Maxime Cressy,33.0,125802,Ilya Ivashka,70.0,4-6 7-6(5) 6-4
2022-0429,Stockholm,2022-10-17,A,144707,Mikael Ymer,79.0,111460,Quentin Halys,66.0,5-7 6-4 6-3
2022-0429,Stockholm,2022-10-17,A,126205,Tommy Paul,31.0,209863,Leo Borg,577.0,5-7 6-4 6-1
2022-0429,Stockholm,2022-10-17,A,111200,Elias Ymer,129.0,106214,Oscar Otte,54.0,7-6(2) 6-7(2) 6-3
2022-0429,Stockholm,2022-10-17,A,200325,Emil Ruusuvuori,52.0,105311,Joao Sousa,67.0,6-3 6-2
2022-0429,Stockholm,2022-10-17,A,208103,Jiri Lehecka,77.0,105777,Grigor Dimitrov,32.0,6-4 1-6 7-6(5)
2022-0429,Stockholm,2022-10-17,A,200282,Alex De Minaur,23.0,126127,Benjamin Bonzi,63.0,6-3 6-1
2022-0429,Stockholm,2022-10-17,A,200670,J J Wolf,56.0,144684,Alex Molcan,47.0,7-5 6-4
2022-0429,Stockholm,2022-10-17,A,134472,Antoine Bellier,192.0,207686,Alexander Shevchenko,149.0,6-4 6-2
2022-0429,Stockholm,2022-10-17,A,208029,Holger Rune,27.0,106329,Thiago Monteiro,61.0,7-5 6-2
2022-0429,Stockholm,2022-10-17,A,106426,Cristian Garin,89.0,106186,Jason Kubler,102.0,6-2 6-4
2022-0429,Stockholm,2022-10-17,A,106234,Aslan Karatsev,45.0,104586,Lukas Rosol,226.0,6-3 6-2
2022-7485,Antwerp,2022-10-17,A,200000,Felix Auger Aliassime,10.0,200624,Sebastian Korda,36.0,6-3 6-4
2022-7485,Antwerp,2022-10-17,A,200624,Sebastian Korda,36.0,106233,Dominic Thiem,132.0,6-7(4) 6-3 7-6(4)
2022-7485,Antwerp,2022-10-17,A,200000,Felix Auger Aliassime,10.0,104755,Richard Gasquet,82.0,7-6(2) 7-6(3)
2022-7485,Antwerp,2022-10-17,A,106233,Dominic Thiem,132.0,128034,Hubert Hurkacz,11.0,3-6 7-6(9) 7-6(4)
2022-7485,Antwerp,2022-10-17,A,200624,Sebastian Korda,36.0,106415,Yoshihito Nishioka,39.0,6-0 6-2
2022-7485,Antwerp,2022-10-17,A,104755,Richard Gasquet,82.0,105676,David Goffin,58.0,6-2 7-6(6)
2022-7485,Antwerp,2022-10-17,A,200000,Felix Auger Aliassime,10.0,105554,Daniel Evans,26.0,4-6 7-6(4) 6-2
2022-7485,Antwerp,2022-10-17,A,128034,Hubert Hurkacz,11.0,207733,Jack Draper,48.0,7-6(5) 6-7(5) 6-1
2022-7485,Antwerp,2022-10-17,A,106233,Dominic Thiem,132.0,202103,Francisco Cerundolo,28.0,6-1 1-6 7-5
2022-7485,Antwerp,2022-10-17,A,200624,Sebastian Korda,36.0,111575,Karen Khachanov,18.0,7-5 7-6(9)
2022-7485,Antwerp,2022-10-17,A,106415,Yoshihito Nishioka,39.0,144719,Jaume Munar,55.0,6-1 7-6(3)
2022-7485,Antwerp,2022-10-17,A,104755,Richard Gasquet,82.0,208502,Dominic Stricker,136.0,7-6(6) 7-5
2022-7485,Antwerp,2022-10-17,A,105676,David Goffin,58.0,106043,Diego Schwartzman,19.0,7-6(3) 6-2
2022-7485,Antwerp,2022-10-17,A,105554,Daniel Evans,26.0,106005,Constant Lestienne,69.0,6-2 6-1
2022-7485,Antwerp,2022-10-17,A,200000,Felix Auger Aliassime,10.0,131905,Manuel Guinard,148.0,6-3 6-3
2022-7485,Antwerp,2022-10-17,A,207733,Jack Draper,48.0,202385,Jenson Brooksby,41.0,6-1 6-2
2022-7485,Antwerp,2022-10-17,A,106233,Dominic Thiem,132.0,126107,Michael Geerts,268.0,6-4 6-0
2022-7485,Antwerp,2022-10-17,A,202103,Francisco Cerundolo,28.0,144817,Marc Andrea Huesler,62.0,5-7 7-6(3) 6-3
2022-7485,Antwerp,2022-10-17,A,200624,Sebastian Korda,36.0,106218,Marcos Giron,60.0,6-3 6-7(0) 6-4
2022-7485,Antwerp,2022-10-17,A,144719,Jaume Munar,55.0,126646,Tim Van Rijthoven,113.0,6-7(7) 6-4 7-6(4)
2022-7485,Antwerp,2022-10-17,A,106415,Yoshihito Nishioka,39.0,209414,Luca Van Assche,241.0,5-7 6-2 7-6(1)
2022-7485,Antwerp,2022-10-17,A,208502,Dominic Stricker,136.0,122298,Botic Van De Zandschulp,34.0,6-2 6-4
2022-7485,Antwerp,2022-10-17,A,104755,Richard Gasquet,82.0,104527,Stan Wawrinka,193.0,2-6 7-6(4) 6-4
2022-7485,Antwerp,2022-10-17,A,105676,David Goffin,58.0,211451,Gilles Arnaud Bailly,1185.0,7-6(7) 5-7 6-4
2022-7485,Antwerp,2022-10-17,A,105554,Daniel Evans,26.0,134868,Tallon Griekspoor,68.0,6-3 6-4
